time,systemEnergy,
0.0000000000000000e+00, 0.0000000000000000e+00
1.0101010101010102e-02, -1.7763568394002505e-15
2.0202020202020204e-02, 0.0000000000000000e+00
3.0303030303030304e-02, 1.7763568394002505e-15
4.0404040404040407e-02, 1.7763568394002505e-15
5.0505050505050511e-02, 0.0000000000000000e+00
6.0606060606060608e-02, 1.7763568394002505e-15
7.0707070707070718e-02, -1.7763568394002505e-15
8.0808080808080815e-02, -1.7763568394002505e-15
9.0909090909090912e-02, -3.5527136788005009e-15
1.0101010101010102e-01, -3.5527136788005009e-15
1.1111111111111112e-01, -3.5527136788005009e-15
1.2121212121212122e-01, -3.5527136788005009e-15
1.3131313131313133e-01, -1.7763568394002505e-15
1.4141414141414144e-01, -1.7763568394002505e-15
1.5151515151515152e-01, 1.7763568394002505e-15
1.6161616161616163e-01, -1.7763568394002505e-15
1.7171717171717174e-01, -1.7763568394002505e-15
1.8181818181818182e-01, -5.3290705182007514e-15
1.9191919191919193e-01, -5.3290705182007514e-15
2.0202020202020204e-01, -5.3290705182007514e-15
2.1212121212121213e-01, -3.5527136788005009e-15
2.2222222222222224e-01, -3.5527136788005009e-15
2.3232323232323235e-01, -1.7763568394002505e-15
2.4242424242424243e-01, 1.7763568394002505e-15
2.5252525252525254e-01, 1.7763568394002505e-15
2.6262626262626265e-01, 3.5527136788005009e-15
2.7272727272727276e-01, 1.7763568394002505e-15
2.8282828282828287e-01, 3.5527136788005009e-15
2.9292929292929293e-01, 1.7763568394002505e-15
3.0303030303030304e-01, 5.3290705182007514e-15
3.1313131313131315e-01, 5.3290705182007514e-15
3.2323232323232326e-01, 3.9771492765794392e-09
3.3333333333333337e-01, 2.3574564522732544e-10
3.4343434343434348e-01, 2.5542270520872989e-09
3.5353535353535359e-01, -7.2942452078450515e-09
3.6363636363636365e-01, -5.1662407685171274e-09
3.7373737373737376e-01, 1.0693366192526810e-09
3.8383838383838387e-01, 1.0693330665390022e-09
3.9393939393939398e-01, 1.0693330665390022e-09
4.0404040404040409e-01, 1.0693295138253234e-09
4.1414141414141420e-01, 1.0693295138253234e-09
4.2424242424242425e-01, 1.0693295138253234e-09
4.3434343434343436e-01, 1.0693259611116446e-09
4.4444444444444448e-01, 1.0693259611116446e-09
4.5454545454545459e-01, 1.0693259611116446e-09
4.6464646464646470e-01, 1.0693259611116446e-09
4.7474747474747481e-01, 1.0693259611116446e-09
4.8484848484848486e-01, 1.0693295138253234e-09
4.9494949494949497e-01, 1.0693295138253234e-09
5.0505050505050508e-01, 1.0693295138253234e-09
5.1515151515151525e-01, 1.0693295138253234e-09
5.2525252525252530e-01, 1.0693295138253234e-09
5.3535353535353536e-01, 1.0693295138253234e-09
5.4545454545454553e-01, 1.0693295138253234e-09
5.5555555555555558e-01, 1.0693295138253234e-09
5.6565656565656575e-01, 1.0693295138253234e-09
5.7575757575757580e-01, 1.0693330665390022e-09
5.8585858585858586e-01, 1.0693366192526810e-09
5.9595959595959602e-01, 1.0693366192526810e-09
6.0606060606060608e-01, 1.0693366192526810e-09
6.1616161616161624e-01, 1.0693366192526810e-09
6.2626262626262630e-01, 1.0693330665390022e-09
6.3636363636363646e-01, 1.0693295138253234e-09
6.4646464646464652e-01, 1.0693295138253234e-09
6.5656565656565657e-01, 1.0693295138253234e-09
6.6666666666666674e-01, 1.0693330665390022e-09
6.7676767676767680e-01, 1.0693330665390022e-09
6.8686868686868696e-01, 1.0693330665390022e-09
6.9696969696969702e-01, 1.0693330665390022e-09
7.0707070707070718e-01, 1.0693330665390022e-09
7.1717171717171724e-01, 1.0693330665390022e-09
7.2727272727272729e-01, 1.0693295138253234e-09
7.3737373737373746e-01, 1.0693295138253234e-09
7.4747474747474751e-01, 1.0693259611116446e-09
7.5757575757575768e-01, 1.0693259611116446e-09
7.6767676767676774e-01, 1.0693259611116446e-09
7.7777777777777779e-01, 1.0693259611116446e-09
7.8787878787878796e-01, 1.0693259611116446e-09
7.9797979797979801e-01, 1.0693259611116446e-09
8.0808080808080818e-01, 1.0693259611116446e-09
8.1818181818181823e-01, 1.0693259611116446e-09
8.2828282828282840e-01, 1.0693259611116446e-09
8.3838383838383845e-01, 1.0693224083979658e-09
8.4848484848484851e-01, 1.0693224083979658e-09
8.5858585858585867e-01, 1.0693224083979658e-09
8.6868686868686873e-01, 1.0693259611116446e-09
8.7878787878787890e-01, 1.0693259611116446e-09
8.8888888888888895e-01, 3.6817320747672966e-08
8.9898989898989912e-01, 2.0754015395141323e-08
9.0909090909090917e-01, 2.1979159825491479e-08
9.1919191919191923e-01, 1.5165914746262388e-08
9.2929292929292939e-01, 1.5706721256947276e-08
9.3939393939393945e-01, 2.2150643985696661e-08
9.4949494949494961e-01, 2.2150643985696661e-08
9.5959595959595967e-01, 2.2150645762053500e-08
9.6969696969696972e-01, 2.2150643985696661e-08
9.7979797979797989e-01, 2.2150645762053500e-08
9.8989898989898994e-01, 2.2150645762053500e-08
1.0000000000000000e+00, 2.2150643985696661e-08
1.0101010101010102e+00, 2.2150643985696661e-08
